network_id,family_nodes,friend_nodes,family_active_nodes,friend_active_nodes,family_support,friend_support,initial_mfq,mfq_with_network,mfq_without_network,episode_number,p_connection_1
729,3,9,1,4,1,4,9,12,14,6,0.15
729,3,9,1,4,1,4,9,13,15,7,0.15
729,3,9,1,4,1,4,9,13,13,8,0.15
729,3,9,1,4,1,4,9,14,15,9,0.15
729,3,9,1,4,1,4,9,13,16,10,0.15
730,6,4,1,0,1,0,33,33,33,0,0.15
730,6,4,1,0,1,0,33,43,44,1,0.15
730,6,4,1,0,1,0,33,46,47,2,0.15
730,6,4,1,0,1,0,33,48,46,3,0.15
730,6,4,1,0,1,0,33,48,47,4,0.15
730,6,4,1,0,1,0,33,49,47,5,0.15
730,6,4,1,0,1,0,33,49,50,6,0.15
730,6,4,1,0,1,0,33,48,49,7,0.15
730,6,4,1,0,1,0,33,46,48,8,0.15
730,6,4,1,0,1,0,33,46,48,9,0.15
730,6,4,1,0,1,0,33,47,48,10,0.15
731,7,5,4,2,4,1,41,41,41,0,0.15
731,7,5,4,2,4,1,41,53,56,1,0.15
731,7,5,4,2,4,1,41,57,58,2,0.15
731,7,5,4,2,4,1,41,58,59,3,0.15
731,7,5,4,2,4,1,41,59,60,4,0.15
731,7,5,4,2,4,1,41,59,62,5,0.15
731,7,5,4,2,4,1,41,59,60,6,0.15
731,7,5,4,2,4,1,41,58,62,7,0.15
731,7,5,4,2,4,1,41,58,60,8,0.15
731,7,5,4,2,4,1,41,60,60,9,0.15
731,7,5,4,2,4,1,41,60,61,10,0.15
732,3,9,0,3,0,3,7,7,7,0,0.15
732,3,9,0,3,0,3,7,10,10,1,0.15
732,3,9,0,3,0,3,7,9,10,2,0.15
732,3,9,0,3,0,3,7,10,11,3,0.15
732,3,9,0,3,0,3,7,10,11,4,0.15
732,3,9,0,3,0,3,7,11,11,5,0.15
732,3,9,0,3,0,3,7,11,11,6,0.15
732,3,9,0,3,0,3,7,10,12,7,0.15
732,3,9,0,3,0,3,7,11,11,8,0.15
732,3,9,0,3,0,3,7,12,11,9,0.15
732,3,9,0,3,0,3,7,13,11,10,0.15
733,9,1,2,0,2,0,54,54,54,0,0.15
733,9,1,2,0,2,0,54,66,66,1,0.15
733,9,1,2,0,2,0,54,66,66,2,0.15
733,9,1,2,0,2,0,54,66,66,3,0.15
733,9,1,2,0,2,0,54,66,66,4,0.15
733,9,1,2,0,2,0,54,66,66,5,0.15
733,9,1,2,0,2,0,54,66,66,6,0.15
733,9,1,2,0,2,0,54,66,66,7,0.15
733,9,1,2,0,2,0,54,66,66,8,0.15
733,9,1,2,0,2,0,54,66,66,9,0.15
733,9,1,2,0,2,0,54,66,66,10,0.15
734,4,10,2,2,2,2,21,21,21,0,0.15
734,4,10,2,2,2,2,21,28,28,1,0.15
734,4,10,2,2,2,2,21,29,30,2,0.15
734,4,10,2,2,2,2,21,31,30,3,0.15
734,4,10,2,2,2,2,21,30,30,4,0.15
734,4,10,2,2,2,2,21,30,31,5,0.15
734,4,10,2,2,2,2,21,32,30,6,0.15
734,4,10,2,2,2,2,21,30,31,7,0.15
734,4,10,2,2,2,2,21,29,30,8,0.15
734,4,10,2,2,2,2,21,28,31,9,0.15
734,4,10,2,2,2,2,21,25,30,10,0.15
735,4,5,1,3,1,3,16,16,16,0,0.15
735,4,5,1,3,1,3,16,21,20,1,0.15
735,4,5,1,3,1,3,16,23,22,2,0.15
735,4,5,1,3,1,3,16,24,22,3,0.15
735,4,5,1,3,1,3,16,24,23,4,0.15
735,4,5,1,3,1,3,16,23,24,5,0.15
735,4,5,1,3,1,3,16,23,23,6,0.15
735,4,5,1,3,1,3,16,22,24,7,0.15
735,4,5,1,3,1,3,16,22,24,8,0.15
735,4,5,1,3,1,3,16,23,22,9,0.15
735,4,5,1,3,1,3,16,23,23,10,0.15
736,4,9,0,2,0,2,20,20,20,0,0.15
736,4,9,0,2,0,2,20,25,27,1,0.15
736,4,9,0,2,0,2,20,28,28,2,0.15
736,4,9,0,2,0,2,20,28,29,3,0.15
736,4,9,0,2,0,2,20,28,27,4,0.15
736,4,9,0,2,0,2,20,30,29,5,0.15
736,4,9,0,2,0,2,20,29,29,6,0.15
736,4,9,0,2,0,2,20,29,30,7,0.15
736,4,9,0,2,0,2,20,31,30,8,0.15
736,4,9,0,2,0,2,20,29,31,9,0.15
736,4,9,0,2,0,2,20,30,29,10,0.15
737,4,5,0,0,0,0,21,21,21,0,0.15
737,4,5,0,0,0,0,21,27,30,1,0.15
737,4,5,0,0,0,0,21,28,30,2,0.15
737,4,5,0,0,0,0,21,30,30,3,0.15
737,4,5,0,0,0,0,21,30,31,4,0.15
737,4,5,0,0,0,0,21,31,30,5,0.15
737,4,5,0,0,0,0,21,30,31,6,0.15
737,4,5,0,0,0,0,21,31,30,7,0.15
737,4,5,0,0,0,0,21,30,30,8,0.15
737,4,5,0,0,0,0,21,30,30,9,0.15
737,4,5,0,0,0,0,21,31,31,10,0.15
738,7,9,1,0,1,0,41,41,41,0,0.15
738,7,9,1,0,1,0,41,53,56,1,0.15
738,7,9,1,0,1,0,41,59,58,2,0.15
738,7,9,1,0,1,0,41,59,59,3,0.15
738,7,9,1,0,1,0,41,60,59,4,0.15
738,7,9,1,0,1,0,41,58,60,5,0.15
738,7,9,1,0,1,0,41,60,59,6,0.15
738,7,9,1,0,1,0,41,59,60,7,0.15
738,7,9,1,0,1,0,41,61,60,8,0.15
738,7,9,1,0,1,0,41,61,60,9,0.15
738,7,9,1,0,1,0,41,61,61,10,0.15
739,10,10,2,4,2,3,63,63,63,0,0.15
739,10,10,2,4,2,3,63,66,66,1,0.15
739,10,10,2,4,2,3,63,66,66,2,0.15
739,10,10,2,4,2,3,63,66,66,3,0.15
739,10,10,2,4,2,3,63,66,66,4,0.15
739,10,10,2,4,2,3,63,66,66,5,0.15
739,10,10,2,4,2,3,63,66,66,6,0.15
739,10,10,2,4,2,3,63,66,66,7,0.15
739,10,10,2,4,2,3,63,66,66,8,0.15
739,10,10,2,4,2,3,63,66,66,9,0.15
739,10,10,2,4,2,3,63,66,66,10,0.15
740,3,4,1,0,1,0,12,12,12,0,0.15
740,3,4,1,0,1,0,12,16,17,1,0.15
740,3,4,1,0,1,0,12,17,15,2,0.15
740,3,4,1,0,1,0,12,19,16,3,0.15
740,3,4,1,0,1,0,12,16,16,4,0.15
740,3,4,1,0,1,0,12,16,15,5,0.15
740,3,4,1,0,1,0,12,19,18,6,0.15
740,3,4,1,0,1,0,12,17,16,7,0.15
740,3,4,1,0,1,0,12,17,16,8,0.15
740,3,4,1,0,1,0,12,16,18,9,0.15
740,3,4,1,0,1,0,12,16,18,10,0.15
741,6,3,1,0,1,0,33,33,33,0,0.15
741,6,3,1,0,1,0,33,43,43,1,0.15
741,6,3,1,0,1,0,33,46,48,2,0.15
741,6,3,1,0,1,0,33,47,46,3,0.15
741,6,3,1,0,1,0,33,47,47,4,0.15
741,6,3,1,0,1,0,33,48,48,5,0.15
741,6,3,1,0,1,0,33,49,48,6,0.15
741,6,3,1,0,1,0,33,47,48,7,0.15
741,6,3,1,0,1,0,33,50,47,8,0.15
741,6,3,1,0,1,0,33,50,47,9,0.15
741,6,3,1,0,1,0,33,48,47,10,0.15
742,6,10,1,2,1,2,30,30,30,0,0.15
742,6,10,1,2,1,2,30,37,38,1,0.15
742,6,10,1,2,1,2,30,40,43,2,0.15
742,6,10,1,2,1,2,30,44,43,3,0.15
742,6,10,1,2,1,2,30,43,45,4,0.15
742,6,10,1,2,1,2,30,44,44,5,0.15
742,6,10,1,2,1,2,30,43,44,6,0.15
742,6,10,1,2,1,2,30,42,45,7,0.15
742,6,10,1,2,1,2,30,42,44,8,0.15
742,6,10,1,2,1,2,30,42,46,9,0.15
742,6,10,1,2,1,2,30,43,43,10,0.15
743,6,3,0,0,0,0,36,36,36,0,0.15
743,6,3,0,0,0,0,36,48,47,1,0.15
743,6,3,0,0,0,0,36,51,50,2,0.15
743,6,3,0,0,0,0,36,52,53,3,0.15
743,6,3,0,0,0,0,36,54,53,4,0.15
743,6,3,0,0,0,0,36,53,52,5,0.15
743,6,3,0,0,0,0,36,54,52,6,0.15
743,6,3,0,0,0,0,36,52,53,7,0.15
743,6,3,0,0,0,0,36,52,52,8,0.15
743,6,3,0,0,0,0,36,53,54,9,0.15
743,6,3,0,0,0,0,36,53,53,10,0.15
744,10,8,2,0,2,0,63,63,63,0,0.15
744,10,8,2,0,2,0,63,66,66,1,0.15
744,10,8,2,0,2,0,63,66,66,2,0.15
744,10,8,2,0,2,0,63,66,66,3,0.15
744,10,8,2,0,2,0,63,66,66,4,0.15
744,10,8,2,0,2,0,63,66,66,5,0.15
744,10,8,2,0,2,0,63,66,66,6,0.15
744,10,8,2,0,2,0,63,66,66,7,0.15
744,10,8,2,0,2,0,63,66,66,8,0.15
744,10,8,2,0,2,0,63,66,66,9,0.15
744,10,8,2,0,2,0,63,66,66,10,0.15
745,8,5,2,2,2,2,49,49,49,0,0.15
745,8,5,2,2,2,2,49,62,64,1,0.15
745,8,5,2,2,2,2,49,66,66,2,0.15
745,8,5,2,2,2,2,49,66,66,3,0.15
745,8,5,2,2,2,2,49,66,66,4,0.15
745,8,5,2,2,2,2,49,66,66,5,0.15
745,8,5,2,2,2,2,49,66,66,6,0.15
745,8,5,2,2,2,2,49,66,66,7,0.15
745,8,5,2,2,2,2,49,66,66,8,0.15
745,8,5,2,2,2,2,49,66,66,9,0.15
745,8,5,2,2,2,2,49,66,66,10,0.15
746,7,7,1,2,1,2,40,40,40,0,0.15
746,7,7,1,2,1,2,40,52,52,1,0.15
746,7,7,1,2,1,2,40,55,58,2,0.15
746,7,7,1,2,1,2,40,55,57,3,0.15
746,7,7,1,2,1,2,40,56,56,4,0.15
746,7,7,1,2,1,2,40,58,56,5,0.15
746,7,7,1,2,1,2,40,57,58,6,0.15
746,7,7,1,2,1,2,40,57,60,7,0.15
746,7,7,1,2,1,2,40,58,60,8,0.15
746,7,7,1,2,1,2,40,57,61,9,0.15
746,7,7,1,2,1,2,40,57,60,10,0.15
747,2,9,0,2,0,2,2,2,2,0,0.15
747,2,9,0,2,0,2,2,3,3,1,0.15
747,2,9,0,2,0,2,2,1,3,2,0.15
747,2,9,0,2,0,2,2,1,4,3,0.15
747,2,9,0,2,0,2,2,2,4,4,0.15
747,2,9,0,2,0,2,2,3,3,5,0.15
747,2,9,0,2,0,2,2,3,3,6,0.15
747,2,9,0,2,0,2,2,2,2,7,0.15
747,2,9,0,2,0,2,2,2,3,8,0.15
747,2,9,0,2,0,2,2,2,2,9,0.15
747,2,9,0,2,0,2,2,2,2,10,0.15
748,7,13,0,3,0,3,38,38,38,0,0.15
748,7,13,0,3,0,3,38,51,50,1,0.15
748,7,13,0,3,0,3,38,54,55,2,0.15
748,7,13,0,3,0,3,38,55,57,3,0.15
748,7,13,0,3,0,3,38,55,56,4,0.15
748,7,13,0,3,0,3,38,56,56,5,0.15
748,7,13,0,3,0,3,38,55,55,6,0.15
748,7,13,0,3,0,3,38,56,56,7,0.15
748,7,13,0,3,0,3,38,55,55,8,0.15
748,7,13,0,3,0,3,38,56,57,9,0.15
748,7,13,0,3,0,3,38,54,57,10,0.15
749,4,13,0,0,0,0,16,16,16,0,0.15
749,4,13,0,0,0,0,16,20,23,1,0.15
749,4,13,0,0,0,0,16,21,24,2,0.15
749,4,13,0,0,0,0,16,23,24,3,0.15
749,4,13,0,0,0,0,16,23,24,4,0.15
749,4,13,0,0,0,0,16,25,23,5,0.15
749,4,13,0,0,0,0,16,25,22,6,0.15
749,4,13,0,0,0,0,16,24,22,7,0.15
749,4,13,0,0,0,0,16,23,21,8,0.15
749,4,13,0,0,0,0,16,24,24,9,0.15
749,4,13,0,0,0,0,16,24,24,10,0.15
750,6,10,0,2,0,2,34,34,34,0,0.15
750,6,10,0,2,0,2,34,45,46,1,0.15
750,6,10,0,2,0,2,34,49,50,2,0.15
750,6,10,0,2,0,2,34,49,50,3,0.15
750,6,10,0,2,0,2,34,50,50,4,0.15
750,6,10,0,2,0,2,34,50,51,5,0.15
750,6,10,0,2,0,2,34,51,49,6,0.15
750,6,10,0,2,0,2,34,49,48,7,0.15
750,6,10,0,2,0,2,34,49,50,8,0.15
750,6,10,0,2,0,2,34,49,51,9,0.15
750,6,10,0,2,0,2,34,48,49,10,0.15
751,10,2,1,0,1,0,63,63,63,0,0.15
751,10,2,1,0,1,0,63,66,66,1,0.15
751,10,2,1,0,1,0,63,66,66,2,0.15
751,10,2,1,0,1,0,63,66,66,3,0.15
751,10,2,1,0,1,0,63,66,66,4,0.15
751,10,2,1,0,1,0,63,66,66,5,0.15
751,10,2,1,0,1,0,63,66,66,6,0.15
751,10,2,1,0,1,0,63,66,66,7,0.15
751,10,2,1,0,1,0,63,66,66,8,0.15
751,10,2,1,0,1,0,63,66,66,9,0.15
751,10,2,1,0,1,0,63,66,66,10,0.15
752,5,11,0,4,0,4,22,22,22,0,0.15
752,5,11,0,4,0,4,22,28,28,1,0.15
752,5,11,0,4,0,4,22,30,31,2,0.15
752,5,11,0,4,0,4,22,31,31,3,0.15
752,5,11,0,4,0,4,22,32,33,4,0.15
752,5,11,0,4,0,4,22,31,33,5,0.15
752,5,11,0,4,0,4,22,31,34,6,0.15
752,5,11,0,4,0,4,22,30,33,7,0.15
752,5,11,0,4,0,4,22,31,34,8,0.15
752,5,11,0,4,0,4,22,31,32,9,0.15
752,5,11,0,4,0,4,22,31,33,10,0.15
753,4,3,0,0,0,0,18,18,18,0,0.15
753,4,3,0,0,0,0,18,26,25,1,0.15
753,4,3,0,0,0,0,18,26,25,2,0.15
753,4,3,0,0,0,0,18,24,27,3,0.15
753,4,3,0,0,0,0,18,24,25,4,0.15
753,4,3,0,0,0,0,18,28,25,5,0.15
753,4,3,0,0,0,0,18,26,27,6,0.15
753,4,3,0,0,0,0,18,28,28,7,0.15
753,4,3,0,0,0,0,18,27,27,8,0.15
753,4,3,0,0,0,0,18,27,28,9,0.15
753,4,3,0,0,0,0,18,27,26,10,0.15
754,5,9,0,3,0,3,29,29,29,0,0.15
754,5,9,0,3,0,3,29,36,40,1,0.15
754,5,9,0,3,0,3,29,39,41,2,0.15
754,5,9,0,3,0,3,29,41,42,3,0.15
754,5,9,0,3,0,3,29,41,42,4,0.15
754,5,9,0,3,0,3,29,40,42,5,0.15
754,5,9,0,3,0,3,29,41,44,6,0.15
754,5,9,0,3,0,3,29,41,43,7,0.15
754,5,9,0,3,0,3,29,41,45,8,0.15
754,5,9,0,3,0,3,29,41,44,9,0.15
754,5,9,0,3,0,3,29,43,44,10,0.15
755,6,10,0,2,0,2,32,32,32,0,0.15
755,6,10,0,2,0,2,32,42,43,1,0.15
755,6,10,0,2,0,2,32,45,45,2,0.15
755,6,10,0,2,0,2,32,46,47,3,0.15
755,6,10,0,2,0,2,32,44,47,4,0.15
755,6,10,0,2,0,2,32,46,48,5,0.15
755,6,10,0,2,0,2,32,46,46,6,0.15
755,6,10,0,2,0,2,32,46,46,7,0.15
755,6,10,0,2,0,2,32,47,46,8,0.15
755,6,10,0,2,0,2,32,46,46,9,0.15
755,6,10,0,2,0,2,32,47,46,10,0.15
756,7,4,0,0,0,0,37,37,37,0,0.15
756,7,4,0,0,0,0,37,50,49,1,0.15
756,7,4,0,0,0,0,37,52,54,2,0.15
756,7,4,0,0,0,0,37,52,55,3,0.15
756,7,4,0,0,0,0,37,54,54,4,0.15
756,7,4,0,0,0,0,37,54,54,5,0.15
756,7,4,0,0,0,0,37,55,54,6,0.15
756,7,4,0,0,0,0,37,53,55,7,0.15
756,7,4,0,0,0,0,37,54,57,8,0.15
756,7,4,0,0,0,0,37,54,55,9,0.15
756,7,4,0,0,0,0,37,54,54,10,0.15
757,10,10,1,2,1,2,66,66,66,0,0.15
757,10,10,1,2,1,2,66,66,66,1,0.15
757,10,10,1,2,1,2,66,66,66,2,0.15
757,10,10,1,2,1,2,66,66,66,3,0.15
757,10,10,1,2,1,2,66,66,66,4,0.15
757,10,10,1,2,1,2,66,66,66,5,0.15
757,10,10,1,2,1,2,66,66,66,6,0.15
757,10,10,1,2,1,2,66,66,66,7,0.15
757,10,10,1,2,1,2,66,66,66,8,0.15
757,10,10,1,2,1,2,66,66,66,9,0.15
757,10,10,1,2,1,2,66,66,66,10,0.15
758,8,12,1,3,1,3,47,47,47,0,0.15
758,8,12,1,3,1,3,47,62,62,1,0.15
758,8,12,1,3,1,3,47,65,65,2,0.15
758,8,12,1,3,1,3,47,66,66,3,0.15
758,8,12,1,3,1,3,47,66,66,4,0.15
758,8,12,1,3,1,3,47,66,66,5,0.15
758,8,12,1,3,1,3,47,66,66,6,0.15
758,8,12,1,3,1,3,47,66,66,7,0.15
758,8,12,1,3,1,3,47,66,66,8,0.15
758,8,12,1,3,1,3,47,65,66,9,0.15
758,8,12,1,3,1,3,47,66,66,10,0.15
759,8,2,1,0,1,0,49,49,49,0,0.15
759,8,2,1,0,1,0,49,65,64,1,0.15
759,8,2,1,0,1,0,49,66,66,2,0.15
759,8,2,1,0,1,0,49,66,66,3,0.15
759,8,2,1,0,1,0,49,66,66,4,0.15
759,8,2,1,0,1,0,49,66,66,5,0.15
759,8,2,1,0,1,0,49,66,66,6,0.15
759,8,2,1,0,1,0,49,66,66,7,0.15
759,8,2,1,0,1,0,49,66,66,8,0.15
759,8,2,1,0,1,0,49,66,66,9,0.15
759,8,2,1,0,1,0,49,66,66,10,0.15
760,4,13,1,2,1,2,15,15,15,0,0.15
760,4,13,1,2,1,2,15,20,20,1,0.15
760,4,13,1,2,1,2,15,22,22,2,0.15
760,4,13,1,2,1,2,15,21,21,3,0.15
760,4,13,1,2,1,2,15,23,22,4,0.15
760,4,13,1,2,1,2,15,23,22,5,0.15
760,4,13,1,2,1,2,15,22,21,6,0.15
760,4,13,1,2,1,2,15,24,22,7,0.15
760,4,13,1,2,1,2,15,21,22,8,0.15
760,4,13,1,2,1,2,15,22,20,9,0.15
760,4,13,1,2,1,2,15,22,20,10,0.15
761,8,8,1,1,1,1,49,49,49,0,0.15
761,8,8,1,1,1,1,49,65,65,1,0.15
761,8,8,1,1,1,1,49,66,66,2,0.15
761,8,8,1,1,1,1,49,66,66,3,0.15
761,8,8,1,1,1,1,49,66,66,4,0.15
761,8,8,1,1,1,1,49,66,66,5,0.15
761,8,8,1,1,1,1,49,66,66,6,0.15
761,8,8,1,1,1,1,49,66,66,7,0.15
761,8,8,1,1,1,1,49,66,66,8,0.15
761,8,8,1,1,1,1,49,66,66,9,0.15
761,8,8,1,1,1,1,49,66,66,10,0.15
762,5,3,0,0,0,0,27,27,27,0,0.15
762,5,3,0,0,0,0,27,36,34,1,0.15
762,5,3,0,0,0,0,27,39,37,2,0.15
762,5,3,0,0,0,0,27,40,38,3,0.15
762,5,3,0,0,0,0,27,41,39,4,0.15
762,5,3,0,0,0,0,27,38,40,5,0.15
762,5,3,0,0,0,0,27,40,40,6,0.15
762,5,3,0,0,0,0,27,39,42,7,0.15
762,5,3,0,0,0,0,27,38,40,8,0.15
762,5,3,0,0,0,0,27,40,41,9,0.15
762,5,3,0,0,0,0,27,39,38,10,0.15
763,10,13,2,2,2,2,59,59,59,0,0.15
763,10,13,2,2,2,2,59,66,66,1,0.15
763,10,13,2,2,2,2,59,66,66,2,0.15
763,10,13,2,2,2,2,59,66,66,3,0.15
763,10,13,2,2,2,2,59,66,66,4,0.15
763,10,13,2,2,2,2,59,66,66,5,0.15
763,10,13,2,2,2,2,59,66,66,6,0.15
763,10,13,2,2,2,2,59,66,66,7,0.15
763,10,13,2,2,2,2,59,66,66,8,0.15
763,10,13,2,2,2,2,59,66,66,9,0.15
763,10,13,2,2,2,2,59,66,66,10,0.15
764,8,13,1,4,1,4,45,45,45,0,0.15
764,8,13,1,4,1,4,45,59,59,1,0.15
764,8,13,1,4,1,4,45,63,65,2,0.15
764,8,13,1,4,1,4,45,65,66,3,0.15
764,8,13,1,4,1,4,45,65,65,4,0.15
764,8,13,1,4,1,4,45,65,64,5,0.15
764,8,13,1,4,1,4,45,65,66,6,0.15
764,8,13,1,4,1,4,45,64,65,7,0.15
764,8,13,1,4,1,4,45,66,65,8,0.15
764,8,13,1,4,1,4,45,66,65,9,0.15
764,8,13,1,4,1,4,45,66,65,10,0.15
765,10,8,0,2,0,2,64,64,64,0,0.15
765,10,8,0,2,0,2,64,66,66,1,0.15
765,10,8,0,2,0,2,64,66,66,2,0.15
765,10,8,0,2,0,2,64,66,66,3,0.15
765,10,8,0,2,0,2,64,66,66,4,0.15
765,10,8,0,2,0,2,64,66,66,5,0.15
765,10,8,0,2,0,2,64,66,66,6,0.15
765,10,8,0,2,0,2,64,66,66,7,0.15
765,10,8,0,2,0,2,64,66,66,8,0.15
765,10,8,0,2,0,2,64,66,66,9,0.15
765,10,8,0,2,0,2,64,66,66,10,0.15
766,9,4,2,1,2,1,58,58,58,0,0.15
766,9,4,2,1,2,1,58,66,66,1,0.15
766,9,4,2,1,2,1,58,66,66,2,0.15
766,9,4,2,1,2,1,58,66,66,3,0.15
766,9,4,2,1,2,1,58,66,66,4,0.15
766,9,4,2,1,2,1,58,66,66,5,0.15
766,9,4,2,1,2,1,58,66,66,6,0.15
766,9,4,2,1,2,1,58,66,66,7,0.15
766,9,4,2,1,2,1,58,66,66,8,0.15
766,9,4,2,1,2,1,58,66,66,9,0.15
766,9,4,2,1,2,1,58,66,66,10,0.15
767,5,10,1,2,1,2,26,26,26,0,0.15
767,5,10,1,2,1,2,26,34,33,1,0.15
767,5,10,1,2,1,2,26,35,36,2,0.15
767,5,10,1,2,1,2,26,36,36,3,0.15
767,5,10,1,2,1,2,26,36,37,4,0.15
767,5,10,1,2,1,2,26,38,39,5,0.15
767,5,10,1,2,1,2,26,39,38,6,0.15
767,5,10,1,2,1,2,26,37,39,7,0.15
767,5,10,1,2,1,2,26,36,39,8,0.15
767,5,10,1,2,1,2,26,35,39,9,0.15
767,5,10,1,2,1,2,26,36,39,10,0.15
768,8,13,1,1,1,1,46,46,46,0,0.15
768,8,13,1,1,1,1,46,59,62,1,0.15
768,8,13,1,1,1,1,46,63,65,2,0.15
768,8,13,1,1,1,1,46,65,65,3,0.15
768,8,13,1,1,1,1,46,66,66,4,0.15
768,8,13,1,1,1,1,46,66,66,5,0.15
768,8,13,1,1,1,1,46,65,66,6,0.15
768,8,13,1,1,1,1,46,66,66,7,0.15
768,8,13,1,1,1,1,46,66,66,8,0.15
768,8,13,1,1,1,1,46,66,66,9,0.15
768,8,13,1,1,1,1,46,66,66,10,0.15
769,7,13,2,2,2,2,39,39,39,0,0.15
769,7,13,2,2,2,2,39,49,51,1,0.15
769,7,13,2,2,2,2,39,53,55,2,0.15
769,7,13,2,2,2,2,39,54,55,3,0.15
769,7,13,2,2,2,2,39,54,57,4,0.15
769,7,13,2,2,2,2,39,55,56,5,0.15
769,7,13,2,2,2,2,39,56,55,6,0.15
769,7,13,2,2,2,2,39,56,56,7,0.15
769,7,13,2,2,2,2,39,55,55,8,0.15
769,7,13,2,2,2,2,39,55,55,9,0.15
769,7,13,2,2,2,2,39,57,57,10,0.15
770,9,13,1,3,1,3,56,56,56,0,0.15
770,9,13,1,3,1,3,56,66,66,1,0.15
770,9,13,1,3,1,3,56,66,66,2,0.15
770,9,13,1,3,1,3,56,66,66,3,0.15
770,9,13,1,3,1,3,56,66,66,4,0.15
770,9,13,1,3,1,3,56,66,66,5,0.15
770,9,13,1,3,1,3,56,66,66,6,0.15
770,9,13,1,3,1,3,56,66,66,7,0.15
770,9,13,1,3,1,3,56,66,66,8,0.15
770,9,13,1,3,1,3,56,66,66,9,0.15
770,9,13,1,3,1,3,56,66,66,10,0.15
771,6,7,1,0,1,0,36,36,36,0,0.15
771,6,7,1,0,1,0,36,48,45,1,0.15
771,6,7,1,0,1,0,36,51,51,2,0.15
771,6,7,1,0,1,0,36,52,53,3,0.15
771,6,7,1,0,1,0,36,52,54,4,0.15
771,6,7,1,0,1,0,36,52,55,5,0.15
771,6,7,1,0,1,0,36,52,52,6,0.15
771,6,7,1,0,1,0,36,52,51,7,0.15
771,6,7,1,0,1,0,36,53,51,8,0.15
771,6,7,1,0,1,0,36,54,52,9,0.15
771,6,7,1,0,1,0,36,53,53,10,0.15
772,2,3,0,0,0,0,6,6,6,0,0.15
772,2,3,0,0,0,0,6,7,8,1,0.15
772,2,3,0,0,0,0,6,8,9,2,0.15
772,2,3,0,0,0,0,6,8,10,3,0.15
772,2,3,0,0,0,0,6,10,10,4,0.15
772,2,3,0,0,0,0,6,8,10,5,0.15
772,2,3,0,0,0,0,6,8,9,6,0.15
772,2,3,0,0,0,0,6,7,10,7,0.15
772,2,3,0,0,0,0,6,8,9,8,0.15
772,2,3,0,0,0,0,6,8,9,9,0.15
772,2,3,0,0,0,0,6,9,8,10,0.15
773,9,1,3,0,3,0,56,56,56,0,0.15
773,9,1,3,0,3,0,56,66,66,1,0.15
773,9,1,3,0,3,0,56,66,66,2,0.15
773,9,1,3,0,3,0,56,66,66,3,0.15
773,9,1,3,0,3,0,56,66,66,4,0.15
773,9,1,3,0,3,0,56,66,66,5,0.15
773,9,1,3,0,3,0,56,66,66,6,0.15
773,9,1,3,0,3,0,56,66,66,7,0.15
773,9,1,3,0,3,0,56,66,66,8,0.15
773,9,1,3,0,3,0,56,66,66,9,0.15
773,9,1,3,0,3,0,56,66,66,10,0.15
774,7,4,1,1,1,1,44,44,44,0,0.15
774,7,4,1,1,1,1,44,59,58,1,0.15
774,7,4,1,1,1,1,44,63,64,2,0.15
774,7,4,1,1,1,1,44,66,63,3,0.15
774,7,4,1,1,1,1,44,64,63,4,0.15
774,7,4,1,1,1,1,44,64,64,5,0.15
774,7,4,1,1,1,1,44,64,66,6,0.15
774,7,4,1,1,1,1,44,64,64,7,0.15
774,7,4,1,1,1,1,44,63,64,8,0.15
774,7,4,1,1,1,1,44,65,64,9,0.15
774,7,4,1,1,1,1,44,65,65,10,0.15
775,10,4,1,0,1,0,64,64,64,0,0.15
775,10,4,1,0,1,0,64,66,66,1,0.15
775,10,4,1,0,1,0,64,66,66,2,0.15
775,10,4,1,0,1,0,64,66,66,3,0.15
775,10,4,1,0,1,0,64,66,66,4,0.15
775,10,4,1,0,1,0,64,66,66,5,0.15
775,10,4,1,0,1,0,64,66,66,6,0.15
775,10,4,1,0,1,0,64,66,66,7,0.15
775,10,4,1,0,1,0,64,66,66,8,0.15
775,10,4,1,0,1,0,64,66,66,9,0.15
775,10,4,1,0,1,0,64,66,66,10,0.15
776,8,2,1,1,1,1,44,44,44,0,0.15
776,8,2,1,1,1,1,44,59,56,1,0.15
776,8,2,1,1,1,1,44,63,60,2,0.15
776,8,2,1,1,1,1,44,63,64,3,0.15
776,8,2,1,1,1,1,44,63,63,4,0.15
776,8,2,1,1,1,1,44,63,65,5,0.15
776,8,2,1,1,1,1,44,64,65,6,0.15
776,8,2,1,1,1,1,44,63,66,7,0.15
776,8,2,1,1,1,1,44,64,66,8,0.15
776,8,2,1,1,1,1,44,65,66,9,0.15
776,8,2,1,1,1,1,44,64,64,10,0.15
777,10,8,1,1,1,1,60,60,60,0,0.15
777,10,8,1,1,1,1,60,66,66,1,0.15
777,10,8,1,1,1,1,60,66,66,2,0.15
777,10,8,1,1,1,1,60,66,66,3,0.15
777,10,8,1,1,1,1,60,66,66,4,0.15
777,10,8,1,1,1,1,60,66,66,5,0.15
777,10,8,1,1,1,1,60,66,66,6,0.15
777,10,8,1,1,1,1,60,66,66,7,0.15
777,10,8,1,1,1,1,60,66,66,8,0.15
777,10,8,1,1,1,1,60,66,66,9,0.15
777,10,8,1,1,1,1,60,66,66,10,0.15
778,10,4,0,0,0,0,59,59,59,0,0.15
778,10,4,0,0,0,0,59,66,66,1,0.15
