network_id,family_nodes,friend_nodes,family_active_nodes,friend_active_nodes,family_support,friend_support,initial_mfq,mfq_with_network,mfq_without_network,episode_number,increase_support_level
385,10,5,4,1,4,1,62,66,66,7,3.0
385,10,5,4,1,4,1,62,66,66,8,3.0
385,10,5,4,1,4,1,62,66,66,9,3.0
385,10,5,4,1,4,1,62,66,66,10,3.0
386,5,4,1,2,1,2,22,22,22,0,3.0
386,5,4,1,2,1,2,22,28,28,1,3.0
386,5,4,1,2,1,2,22,21,31,2,3.0
386,5,4,1,2,1,2,22,29,33,3,3.0
386,5,4,1,2,1,2,22,20,31,4,3.0
386,5,4,1,2,1,2,22,27,32,5,3.0
386,5,4,1,2,1,2,22,30,32,6,3.0
386,5,4,1,2,1,2,22,23,31,7,3.0
386,5,4,1,2,1,2,22,29,31,8,3.0
386,5,4,1,2,1,2,22,21,32,9,3.0
386,5,4,1,2,1,2,22,27,32,10,3.0
387,5,5,1,2,1,2,24,24,24,0,3.0
387,5,5,1,2,1,2,24,31,31,1,3.0
387,5,5,1,2,1,2,24,24,35,2,3.0
387,5,5,1,2,1,2,24,31,35,3,3.0
387,5,5,1,2,1,2,24,24,35,4,3.0
387,5,5,1,2,1,2,24,33,35,5,3.0
387,5,5,1,2,1,2,24,26,37,6,3.0
387,5,5,1,2,1,2,24,32,36,7,3.0
387,5,5,1,2,1,2,24,23,37,8,3.0
387,5,5,1,2,1,2,24,31,37,9,3.0
387,5,5,1,2,1,2,24,23,35,10,3.0
388,6,3,3,2,3,2,33,33,33,0,3.0
388,6,3,3,2,3,2,33,27,44,1,3.0
388,6,3,3,2,3,2,33,43,46,2,3.0
388,6,3,3,2,3,2,33,29,50,3,3.0
388,6,3,3,2,3,2,33,26,49,4,3.0
388,6,3,3,2,3,2,33,40,48,5,3.0
388,6,3,3,2,3,2,33,29,49,6,3.0
388,6,3,3,2,3,2,33,27,49,7,3.0
388,6,3,3,2,3,2,33,43,47,8,3.0
388,6,3,3,2,3,2,33,29,48,9,3.0
388,6,3,3,2,3,2,33,27,48,10,3.0
389,3,1,1,0,1,0,11,11,11,0,3.0
389,3,1,1,0,1,0,11,16,14,1,3.0
389,3,1,1,0,1,0,11,17,14,2,3.0
389,3,1,1,0,1,0,11,16,15,3,3.0
389,3,1,1,0,1,0,11,19,16,4,3.0
389,3,1,1,0,1,0,11,17,17,5,3.0
389,3,1,1,0,1,0,11,16,18,6,3.0
389,3,1,1,0,1,0,11,18,16,7,3.0
389,3,1,1,0,1,0,11,16,17,8,3.0
389,3,1,1,0,1,0,11,18,17,9,3.0
389,3,1,1,0,1,0,11,19,17,10,3.0
390,7,9,3,3,3,2,42,42,42,0,3.0
390,7,9,3,3,3,2,42,40,55,1,3.0
390,7,9,3,3,3,2,42,38,58,2,3.0
390,7,9,3,3,3,2,42,39,61,3,3.0
390,7,9,3,3,3,2,42,38,61,4,3.0
390,7,9,3,3,3,2,42,36,63,5,3.0
390,7,9,3,3,3,2,42,35,61,6,3.0
390,7,9,3,3,3,2,42,36,62,7,3.0
390,7,9,3,3,3,2,42,36,62,8,3.0
390,7,9,3,3,3,2,42,37,62,9,3.0
390,7,9,3,3,3,2,42,37,63,10,3.0
391,3,1,2,0,2,0,11,11,11,0,3.0
391,3,1,2,0,2,0,11,15,14,1,3.0
391,3,1,2,0,2,0,11,15,16,2,3.0
391,3,1,2,0,2,0,11,15,15,3,3.0
391,3,1,2,0,2,0,11,17,17,4,3.0
391,3,1,2,0,2,0,11,17,15,5,3.0
391,3,1,2,0,2,0,11,15,15,6,3.0
391,3,1,2,0,2,0,11,18,16,7,3.0
391,3,1,2,0,2,0,11,20,16,8,3.0
391,3,1,2,0,2,0,11,17,16,9,3.0
391,3,1,2,0,2,0,11,17,16,10,3.0
392,10,4,3,3,3,2,61,61,61,0,3.0
392,10,4,3,3,3,2,61,65,66,1,3.0
392,10,4,3,3,3,2,61,64,66,2,3.0
392,10,4,3,3,3,2,61,64,66,3,3.0
392,10,4,3,3,3,2,61,65,66,4,3.0
392,10,4,3,3,3,2,61,65,66,5,3.0
392,10,4,3,3,3,2,61,65,66,6,3.0
392,10,4,3,3,3,2,61,66,66,7,3.0
392,10,4,3,3,3,2,61,66,66,8,3.0
392,10,4,3,3,3,2,61,66,66,9,3.0
392,10,4,3,3,3,2,61,66,66,10,3.0
393,8,5,2,3,2,3,45,45,45,0,3.0
393,8,5,2,3,2,3,45,43,58,1,3.0
393,8,5,2,3,2,3,45,44,64,2,3.0
393,8,5,2,3,2,3,45,43,65,3,3.0
393,8,5,2,3,2,3,45,42,66,4,3.0
393,8,5,2,3,2,3,45,41,66,5,3.0
393,8,5,2,3,2,3,45,42,65,6,3.0
393,8,5,2,3,2,3,45,42,65,7,3.0
393,8,5,2,3,2,3,45,41,66,8,3.0
393,8,5,2,3,2,3,45,42,66,9,3.0
393,8,5,2,3,2,3,45,41,66,10,3.0
394,4,11,0,4,0,4,18,18,18,0,3.0
394,4,11,0,4,0,4,18,23,24,1,3.0
394,4,11,0,4,0,4,18,27,27,2,3.0
394,4,11,0,4,0,4,18,28,27,3,3.0
394,4,11,0,4,0,4,18,13,27,4,3.0
394,4,11,0,4,0,4,18,23,26,5,3.0
394,4,11,0,4,0,4,18,26,28,6,3.0
394,4,11,0,4,0,4,18,27,27,7,3.0
394,4,11,0,4,0,4,18,26,27,8,3.0
394,4,11,0,4,0,4,18,26,25,9,3.0
394,4,11,0,4,0,4,18,25,25,10,3.0
395,6,1,3,1,3,1,30,30,30,0,3.0
395,6,1,3,1,3,1,30,26,39,1,3.0
395,6,1,3,1,3,1,30,38,42,2,3.0
395,6,1,3,1,3,1,30,31,44,3,3.0
395,6,1,3,1,3,1,30,27,44,4,3.0
395,6,1,3,1,3,1,30,39,43,5,3.0
395,6,1,3,1,3,1,30,28,46,6,3.0
395,6,1,3,1,3,1,30,26,43,7,3.0
395,6,1,3,1,3,1,30,39,42,8,3.0
395,6,1,3,1,3,1,30,29,44,9,3.0
395,6,1,3,1,3,1,30,25,44,10,3.0
396,7,5,1,3,1,3,42,42,42,0,3.0
396,7,5,1,3,1,3,42,42,53,1,3.0
396,7,5,1,3,1,3,42,44,58,2,3.0
396,7,5,1,3,1,3,42,43,60,3,3.0
396,7,5,1,3,1,3,42,44,61,4,3.0
396,7,5,1,3,1,3,42,44,62,5,3.0
396,7,5,1,3,1,3,42,45,61,6,3.0
396,7,5,1,3,1,3,42,45,61,7,3.0
396,7,5,1,3,1,3,42,43,62,8,3.0
396,7,5,1,3,1,3,42,43,62,9,3.0
396,7,5,1,3,1,3,42,43,61,10,3.0
397,10,6,3,3,2,3,61,61,61,0,3.0
397,10,6,3,3,2,3,61,65,66,1,3.0
397,10,6,3,3,2,3,61,66,66,2,3.0
397,10,6,3,3,2,3,61,65,66,3,3.0
397,10,6,3,3,2,3,61,65,66,4,3.0
397,10,6,3,3,2,3,61,65,66,5,3.0
397,10,6,3,3,2,3,61,64,66,6,3.0
397,10,6,3,3,2,3,61,65,66,7,3.0
397,10,6,3,3,2,3,61,65,66,8,3.0
397,10,6,3,3,2,3,61,66,66,9,3.0
397,10,6,3,3,2,3,61,66,66,10,3.0
398,10,11,2,2,2,2,61,61,61,0,3.0
398,10,11,2,2,2,2,61,66,66,1,3.0
398,10,11,2,2,2,2,61,66,66,2,3.0
398,10,11,2,2,2,2,61,66,66,3,3.0
398,10,11,2,2,2,2,61,66,66,4,3.0
398,10,11,2,2,2,2,61,66,66,5,3.0
398,10,11,2,2,2,2,61,66,66,6,3.0
398,10,11,2,2,2,2,61,66,66,7,3.0
398,10,11,2,2,2,2,61,66,66,8,3.0
398,10,11,2,2,2,2,61,66,66,9,3.0
398,10,11,2,2,2,2,61,66,66,10,3.0
399,10,9,4,2,3,2,64,64,64,0,3.0
399,10,9,4,2,3,2,64,66,66,1,3.0
399,10,9,4,2,3,2,64,66,66,2,3.0
399,10,9,4,2,3,2,64,66,66,3,3.0
399,10,9,4,2,3,2,64,66,66,4,3.0
399,10,9,4,2,3,2,64,66,66,5,3.0
399,10,9,4,2,3,2,64,66,66,6,3.0
399,10,9,4,2,3,2,64,66,66,7,3.0
399,10,9,4,2,3,2,64,66,66,8,3.0
399,10,9,4,2,3,2,64,66,66,9,3.0
399,10,9,4,2,3,2,64,66,66,10,3.0
400,9,3,4,3,3,2,53,53,53,0,3.0
400,9,3,4,3,3,2,53,55,66,1,3.0
400,9,3,4,3,3,2,53,53,66,2,3.0
400,9,3,4,3,3,2,53,54,66,3,3.0
400,9,3,4,3,3,2,53,54,66,4,3.0
400,9,3,4,3,3,2,53,53,66,5,3.0
400,9,3,4,3,3,2,53,53,66,6,3.0
400,9,3,4,3,3,2,53,53,66,7,3.0
400,9,3,4,3,3,2,53,53,66,8,3.0
400,9,3,4,3,3,2,53,53,66,9,3.0
400,9,3,4,3,3,2,53,53,66,10,3.0
401,5,10,1,1,1,1,28,28,28,0,3.0
401,5,10,1,1,1,1,28,30,37,1,3.0
401,5,10,1,1,1,1,28,30,37,2,3.0
401,5,10,1,1,1,1,28,31,40,3,3.0
401,5,10,1,1,1,1,28,32,41,4,3.0
401,5,10,1,1,1,1,28,32,41,5,3.0
401,5,10,1,1,1,1,28,32,43,6,3.0
401,5,10,1,1,1,1,28,32,42,7,3.0
401,5,10,1,1,1,1,28,31,42,8,3.0
401,5,10,1,1,1,1,28,34,41,9,3.0
401,5,10,1,1,1,1,28,33,42,10,3.0
402,8,4,4,1,4,1,48,48,48,0,3.0
402,8,4,4,1,4,1,48,46,63,1,3.0
402,8,4,4,1,4,1,48,45,66,2,3.0
402,8,4,4,1,4,1,48,45,66,3,3.0
402,8,4,4,1,4,1,48,47,66,4,3.0
402,8,4,4,1,4,1,48,48,66,5,3.0
402,8,4,4,1,4,1,48,47,66,6,3.0
402,8,4,4,1,4,1,48,47,66,7,3.0
402,8,4,4,1,4,1,48,46,66,8,3.0
402,8,4,4,1,4,1,48,45,66,9,3.0
402,8,4,4,1,4,1,48,44,66,10,3.0
403,7,3,5,1,5,0,44,44,44,0,3.0
403,7,3,5,1,5,0,44,40,58,1,3.0
403,7,3,5,1,5,0,44,41,64,2,3.0
403,7,3,5,1,5,0,44,40,63,3,3.0
403,7,3,5,1,5,0,44,39,63,4,3.0
403,7,3,5,1,5,0,44,41,66,5,3.0
403,7,3,5,1,5,0,44,39,66,6,3.0
403,7,3,5,1,5,0,44,39,66,7,3.0
403,7,3,5,1,5,0,44,40,65,8,3.0
403,7,3,5,1,5,0,44,41,65,9,3.0
403,7,3,5,1,5,0,44,41,65,10,3.0
404,10,4,3,1,3,1,61,61,61,0,3.0
404,10,4,3,1,3,1,61,66,66,1,3.0
404,10,4,3,1,3,1,61,66,66,2,3.0
404,10,4,3,1,3,1,61,66,66,3,3.0
404,10,4,3,1,3,1,61,66,66,4,3.0
404,10,4,3,1,3,1,61,66,66,5,3.0
404,10,4,3,1,3,1,61,66,66,6,3.0
404,10,4,3,1,3,1,61,66,66,7,3.0
404,10,4,3,1,3,1,61,66,66,8,3.0
404,10,4,3,1,3,1,61,66,66,9,3.0
404,10,4,3,1,3,1,61,66,66,10,3.0
405,5,12,1,2,1,2,23,23,23,0,3.0
405,5,12,1,2,1,2,23,30,31,1,3.0
405,5,12,1,2,1,2,23,22,33,2,3.0
405,5,12,1,2,1,2,23,31,33,3,3.0
405,5,12,1,2,1,2,23,23,33,4,3.0
405,5,12,1,2,1,2,23,31,34,5,3.0
405,5,12,1,2,1,2,23,22,35,6,3.0
405,5,12,1,2,1,2,23,31,35,7,3.0
405,5,12,1,2,1,2,23,25,35,8,3.0
405,5,12,1,2,1,2,23,31,35,9,3.0
405,5,12,1,2,1,2,23,23,32,10,3.0
406,9,1,1,1,1,1,54,54,54,0,3.0
406,9,1,1,1,1,1,54,66,66,1,3.0
406,9,1,1,1,1,1,54,66,66,2,3.0
406,9,1,1,1,1,1,54,66,66,3,3.0
406,9,1,1,1,1,1,54,66,66,4,3.0
406,9,1,1,1,1,1,54,66,66,5,3.0
406,9,1,1,1,1,1,54,66,66,6,3.0
406,9,1,1,1,1,1,54,66,66,7,3.0
406,9,1,1,1,1,1,54,66,66,8,3.0
406,9,1,1,1,1,1,54,66,66,9,3.0
406,9,1,1,1,1,1,54,66,66,10,3.0
407,3,3,0,3,0,3,12,12,12,0,3.0
407,3,3,0,3,0,3,12,16,15,1,3.0
407,3,3,0,3,0,3,12,18,15,2,3.0
407,3,3,0,3,0,3,12,20,18,3,3.0
407,3,3,0,3,0,3,12,19,16,4,3.0
407,3,3,0,3,0,3,12,18,16,5,3.0
407,3,3,0,3,0,3,12,19,16,6,3.0
407,3,3,0,3,0,3,12,17,18,7,3.0
407,3,3,0,3,0,3,12,18,15,8,3.0
407,3,3,0,3,0,3,12,17,17,9,3.0
407,3,3,0,3,0,3,12,18,18,10,3.0
408,5,8,1,2,1,2,23,23,23,0,3.0
408,5,8,1,2,1,2,23,30,28,1,3.0
408,5,8,1,2,1,2,23,24,31,2,3.0
408,5,8,1,2,1,2,23,31,32,3,3.0
408,5,8,1,2,1,2,23,21,33,4,3.0
408,5,8,1,2,1,2,23,29,34,5,3.0
408,5,8,1,2,1,2,23,23,35,6,3.0
408,5,8,1,2,1,2,23,31,34,7,3.0
408,5,8,1,2,1,2,23,21,35,8,3.0
408,5,8,1,2,1,2,23,29,35,9,3.0
408,5,8,1,2,1,2,23,25,34,10,3.0
409,3,5,1,0,1,0,8,8,8,0,3.0
409,3,5,1,0,1,0,8,9,11,1,3.0
409,3,5,1,0,1,0,8,12,13,2,3.0
409,3,5,1,0,1,0,8,12,12,3,3.0
409,3,5,1,0,1,0,8,12,13,4,3.0
409,3,5,1,0,1,0,8,12,13,5,3.0
409,3,5,1,0,1,0,8,10,12,6,3.0
409,3,5,1,0,1,0,8,12,13,7,3.0
409,3,5,1,0,1,0,8,12,11,8,3.0
409,3,5,1,0,1,0,8,12,11,9,3.0
409,3,5,1,0,1,0,8,13,9,10,3.0
410,5,6,3,3,2,3,24,24,24,0,3.0
410,5,6,3,3,2,3,24,32,32,1,3.0
410,5,6,3,3,2,3,24,17,34,2,3.0
410,5,6,3,3,2,3,24,30,35,3,3.0
410,5,6,3,3,2,3,24,17,36,4,3.0
410,5,6,3,3,2,3,24,29,37,5,3.0
410,5,6,3,3,2,3,24,17,34,6,3.0
410,5,6,3,3,2,3,24,30,35,7,3.0
410,5,6,3,3,2,3,24,18,36,8,3.0
410,5,6,3,3,2,3,24,31,34,9,3.0
410,5,6,3,3,2,3,24,16,35,10,3.0
411,3,2,2,2,2,2,14,14,14,0,3.0
411,3,2,2,2,2,2,14,20,19,1,3.0
411,3,2,2,2,2,2,14,18,20,2,3.0
411,3,2,2,2,2,2,14,21,22,3,3.0
411,3,2,2,2,2,2,14,21,20,4,3.0
411,3,2,2,2,2,2,14,19,20,5,3.0
411,3,2,2,2,2,2,14,22,20,6,3.0
411,3,2,2,2,2,2,14,20,21,7,3.0
411,3,2,2,2,2,2,14,19,21,8,3.0
411,3,2,2,2,2,2,14,19,20,9,3.0
411,3,2,2,2,2,2,14,21,20,10,3.0
412,9,10,2,4,2,3,57,57,57,0,3.0
412,9,10,2,4,2,3,57,58,66,1,3.0
412,9,10,2,4,2,3,57,59,66,2,3.0
412,9,10,2,4,2,3,57,61,66,3,3.0
412,9,10,2,4,2,3,57,59,66,4,3.0
412,9,10,2,4,2,3,57,61,66,5,3.0
412,9,10,2,4,2,3,57,59,66,6,3.0
412,9,10,2,4,2,3,57,59,66,7,3.0
412,9,10,2,4,2,3,57,61,66,8,3.0
412,9,10,2,4,2,3,57,61,66,9,3.0
412,9,10,2,4,2,3,57,61,66,10,3.0
413,4,1,1,0,1,0,18,18,18,0,3.0
413,4,1,1,0,1,0,18,25,26,1,3.0
413,4,1,1,0,1,0,18,24,25,2,3.0
413,4,1,1,0,1,0,18,28,25,3,3.0
413,4,1,1,0,1,0,18,24,25,4,3.0
413,4,1,1,0,1,0,18,26,26,5,3.0
413,4,1,1,0,1,0,18,26,27,6,3.0
413,4,1,1,0,1,0,18,26,26,7,3.0
413,4,1,1,0,1,0,18,29,26,8,3.0
413,4,1,1,0,1,0,18,25,26,9,3.0
413,4,1,1,0,1,0,18,27,27,10,3.0
414,10,6,4,2,3,2,66,66,66,0,3.0
414,10,6,4,2,3,2,66,66,66,1,3.0
414,10,6,4,2,3,2,66,66,66,2,3.0
414,10,6,4,2,3,2,66,66,66,3,3.0
414,10,6,4,2,3,2,66,66,66,4,3.0
414,10,6,4,2,3,2,66,66,66,5,3.0
414,10,6,4,2,3,2,66,66,66,6,3.0
414,10,6,4,2,3,2,66,66,66,7,3.0
414,10,6,4,2,3,2,66,66,66,8,3.0
414,10,6,4,2,3,2,66,66,66,9,3.0
414,10,6,4,2,3,2,66,66,66,10,3.0
415,5,11,3,3,2,3,23,23,23,0,3.0
415,5,11,3,3,2,3,23,30,32,1,3.0
415,5,11,3,3,2,3,23,17,33,2,3.0
415,5,11,3,3,2,3,23,27,32,3,3.0
415,5,11,3,3,2,3,23,31,34,4,3.0
415,5,11,3,3,2,3,23,16,35,5,3.0
415,5,11,3,3,2,3,23,27,35,6,3.0
415,5,11,3,3,2,3,23,30,34,7,3.0
415,5,11,3,3,2,3,23,15,34,8,3.0
415,5,11,3,3,2,3,23,26,34,9,3.0
415,5,11,3,3,2,3,23,32,33,10,3.0
416,7,1,2,0,2,0,42,42,42,0,3.0
416,7,1,2,0,2,0,42,48,58,1,3.0
416,7,1,2,0,2,0,42,50,61,2,3.0
416,7,1,2,0,2,0,42,51,62,3,3.0
416,7,1,2,0,2,0,42,49,62,4,3.0
416,7,1,2,0,2,0,42,50,61,5,3.0
416,7,1,2,0,2,0,42,51,61,6,3.0
416,7,1,2,0,2,0,42,52,62,7,3.0
416,7,1,2,0,2,0,42,50,62,8,3.0
416,7,1,2,0,2,0,42,52,61,9,3.0
416,7,1,2,0,2,0,42,52,62,10,3.0
417,3,13,2,6,1,4,11,11,11,0,3.0
417,3,13,2,6,1,4,11,13,14,1,3.0
417,3,13,2,6,1,4,11,14,15,2,3.0
417,3,13,2,6,1,4,11,16,17,3,3.0
417,3,13,2,6,1,4,11,16,16,4,3.0
417,3,13,2,6,1,4,11,17,15,5,3.0
417,3,13,2,6,1,4,11,16,16,6,3.0
417,3,13,2,6,1,4,11,17,18,7,3.0
417,3,13,2,6,1,4,11,17,16,8,3.0
417,3,13,2,6,1,4,11,17,16,9,3.0
417,3,13,2,6,1,4,11,16,17,10,3.0
418,6,5,5,1,5,0,35,35,35,0,3.0
418,6,5,5,1,5,0,35,28,46,1,3.0
418,6,5,5,1,5,0,35,27,49,2,3.0
418,6,5,5,1,5,0,35,44,51,3,3.0
418,6,5,5,1,5,0,35,32,52,4,3.0
418,6,5,5,1,5,0,35,29,50,5,3.0
418,6,5,5,1,5,0,35,28,51,6,3.0
418,6,5,5,1,5,0,35,29,49,7,3.0
418,6,5,5,1,5,0,35,27,50,8,3.0
418,6,5,5,1,5,0,35,45,52,9,3.0
418,6,5,5,1,5,0,35,33,50,10,3.0
419,8,13,3,5,2,3,51,51,51,0,3.0
419,8,13,3,5,2,3,51,51,66,1,3.0
419,8,13,3,5,2,3,51,51,66,2,3.0
419,8,13,3,5,2,3,51,51,66,3,3.0
419,8,13,3,5,2,3,51,50,66,4,3.0
419,8,13,3,5,2,3,51,50,66,5,3.0
419,8,13,3,5,2,3,51,51,66,6,3.0
419,8,13,3,5,2,3,51,51,66,7,3.0
419,8,13,3,5,2,3,51,50,66,8,3.0
419,8,13,3,5,2,3,51,51,66,9,3.0
419,8,13,3,5,2,3,51,52,66,10,3.0
420,7,11,4,2,3,2,41,41,41,0,3.0
420,7,11,4,2,3,2,41,38,54,1,3.0
420,7,11,4,2,3,2,41,37,57,2,3.0
420,7,11,4,2,3,2,41,37,59,3,3.0
420,7,11,4,2,3,2,41,37,61,4,3.0
420,7,11,4,2,3,2,41,34,63,5,3.0
420,7,11,4,2,3,2,41,35,64,6,3.0
420,7,11,4,2,3,2,41,36,62,7,3.0
420,7,11,4,2,3,2,41,35,61,8,3.0
420,7,11,4,2,3,2,41,35,60,9,3.0
420,7,11,4,2,3,2,41,37,58,10,3.0
421,3,3,0,1,0,1,9,9,9,0,3.0
421,3,3,0,1,0,1,9,12,12,1,3.0
421,3,3,0,1,0,1,9,14,11,2,3.0
421,3,3,0,1,0,1,9,16,12,3,3.0
421,3,3,0,1,0,1,9,15,12,4,3.0
421,3,3,0,1,0,1,9,13,12,5,3.0
421,3,3,0,1,0,1,9,13,15,6,3.0
421,3,3,0,1,0,1,9,12,13,7,3.0
421,3,3,0,1,0,1,9,14,12,8,3.0
421,3,3,0,1,0,1,9,12,12,9,3.0
421,3,3,0,1,0,1,9,13,12,10,3.0
422,4,9,2,3,2,3,17,17,17,0,3.0
422,4,9,2,3,2,3,17,22,24,1,3.0
422,4,9,2,3,2,3,17,24,24,2,3.0
422,4,9,2,3,2,3,17,25,26,3,3.0
422,4,9,2,3,2,3,17,26,26,4,3.0
422,4,9,2,3,2,3,17,25,25,5,3.0
422,4,9,2,3,2,3,17,25,25,6,3.0
422,4,9,2,3,2,3,17,23,26,7,3.0
422,4,9,2,3,2,3,17,24,26,8,3.0
422,4,9,2,3,2,3,17,24,24,9,3.0
422,4,9,2,3,2,3,17,26,24,10,3.0
423,6,8,2,5,1,4,34,34,34,0,3.0
423,6,8,2,5,1,4,34,29,45,1,3.0
423,6,8,2,5,1,4,34,26,49,2,3.0
423,6,8,2,5,1,4,34,42,49,3,3.0
423,6,8,2,5,1,4,34,31,50,4,3.0
423,6,8,2,5,1,4,34,28,51,5,3.0
423,6,8,2,5,1,4,34,27,51,6,3.0
423,6,8,2,5,1,4,34,43,51,7,3.0
423,6,8,2,5,1,4,34,33,48,8,3.0
423,6,8,2,5,1,4,34,27,49,9,3.0
423,6,8,2,5,1,4,34,43,48,10,3.0
424,4,10,1,3,1,3,21,21,21,0,3.0
424,4,10,1,3,1,3,21,27,28,1,3.0
424,4,10,1,3,1,3,21,29,30,2,3.0
424,4,10,1,3,1,3,21,17,30,3,3.0
424,4,10,1,3,1,3,21,27,31,4,3.0
424,4,10,1,3,1,3,21,30,31,5,3.0
424,4,10,1,3,1,3,21,19,30,6,3.0
424,4,10,1,3,1,3,21,28,30,7,3.0
424,4,10,1,3,1,3,21,18,30,8,3.0
424,4,10,1,3,1,3,21,26,30,9,3.0
424,4,10,1,3,1,3,21,29,30,10,3.0
425,3,2,0,0,0,0,14,14,14,0,3.0
425,3,2,0,0,0,0,14,18,19,1,3.0
425,3,2,0,0,0,0,14,22,19,2,3.0
425,3,2,0,0,0,0,14,20,20,3,3.0
425,3,2,0,0,0,0,14,18,22,4,3.0
425,3,2,0,0,0,0,14,20,21,5,3.0
425,3,2,0,0,0,0,14,20,19,6,3.0
425,3,2,0,0,0,0,14,21,19,7,3.0
425,3,2,0,0,0,0,14,21,21,8,3.0
425,3,2,0,0,0,0,14,21,20,9,3.0
425,3,2,0,0,0,0,14,20,19,10,3.0
426,2,8,0,1,0,1,5,5,5,0,3.0
426,2,8,0,1,0,1,5,5,7,1,3.0
426,2,8,0,1,0,1,5,9,8,2,3.0
426,2,8,0,1,0,1,5,9,8,3,3.0
426,2,8,0,1,0,1,5,9,7,4,3.0
426,2,8,0,1,0,1,5,8,6,5,3.0
426,2,8,0,1,0,1,5,9,9,6,3.0
426,2,8,0,1,0,1,5,7,9,7,3.0
426,2,8,0,1,0,1,5,7,8,8,3.0
426,2,8,0,1,0,1,5,7,8,9,3.0
426,2,8,0,1,0,1,5,8,7,10,3.0
427,10,8,2,5,2,3,66,66,66,0,3.0
427,10,8,2,5,2,3,66,66,66,1,3.0
427,10,8,2,5,2,3,66,66,66,2,3.0
427,10,8,2,5,2,3,66,66,66,3,3.0
427,10,8,2,5,2,3,66,66,66,4,3.0
427,10,8,2,5,2,3,66,66,66,5,3.0
427,10,8,2,5,2,3,66,66,66,6,3.0
427,10,8,2,5,2,3,66,66,66,7,3.0
427,10,8,2,5,2,3,66,66,66,8,3.0
427,10,8,2,5,2,3,66,66,66,9,3.0
427,10,8,2,5,2,3,66,66,66,10,3.0
428,4,9,2,4,1,4,18,18,18,0,3.0
428,4,9,2,4,1,4,18,24,24,1,3.0
428,4,9,2,4,1,4,18,26,24,2,3.0
428,4,9,2,4,1,4,18,25,26,3,3.0
428,4,9,2,4,1,4,18,25,25,4,3.0
428,4,9,2,4,1,4,18,27,26,5,3.0
428,4,9,2,4,1,4,18,27,26,6,3.0
428,4,9,2,4,1,4,18,27,27,7,3.0
428,4,9,2,4,1,4,18,25,27,8,3.0
428,4,9,2,4,1,4,18,25,25,9,3.0
428,4,9,2,4,1,4,18,28,28,10,3.0
429,2,8,0,4,0,4,6,6,6,0,3.0
429,2,8,0,4,0,4,6,8,9,1,3.0
429,2,8,0,4,0,4,6,9,8,2,3.0
429,2,8,0,4,0,4,6,9,7,3,3.0
429,2,8,0,4,0,4,6,9,8,4,3.0
429,2,8,0,4,0,4,6,9,8,5,3.0
429,2,8,0,4,0,4,6,9,11,6,3.0
429,2,8,0,4,0,4,6,8,10,7,3.0
429,2,8,0,4,0,4,6,7,9,8,3.0
429,2,8,0,4,0,4,6,9,9,9,3.0
429,2,8,0,4,0,4,6,9,9,10,3.0
430,3,10,2,7,2,3,8,8,8,0,3.0
430,3,10,2,7,2,3,8,11,10,1,3.0
430,3,10,2,7,2,3,8,12,12,2,3.0
430,3,10,2,7,2,3,8,11,12,3,3.0
430,3,10,2,7,2,3,8,12,11,4,3.0
430,3,10,2,7,2,3,8,10,11,5,3.0
430,3,10,2,7,2,3,8,10,12,6,3.0
430,3,10,2,7,2,3,8,11,11,7,3.0
430,3,10,2,7,2,3,8,12,8,8,3.0
430,3,10,2,7,2,3,8,12,11,9,3.0
430,3,10,2,7,2,3,8,11,10,10,3.0
431,8,1,4,0,4,0,51,51,51,0,3.0
431,8,1,4,0,4,0,51,54,66,1,3.0
431,8,1,4,0,4,0,51,54,66,2,3.0
431,8,1,4,0,4,0,51,55,66,3,3.0
431,8,1,4,0,4,0,51,56,66,4,3.0
431,8,1,4,0,4,0,51,57,66,5,3.0
431,8,1,4,0,4,0,51,56,66,6,3.0
431,8,1,4,0,4,0,51,56,66,7,3.0
431,8,1,4,0,4,0,51,54,66,8,3.0
431,8,1,4,0,4,0,51,55,66,9,3.0
431,8,1,4,0,4,0,51,57,66,10,3.0
432,8,9,2,3,2,3,50,50,50,0,3.0
432,8,9,2,3,2,3,50,49,66,1,3.0
432,8,9,2,3,2,3,50,50,66,2,3.0
432,8,9,2,3,2,3,50,53,66,3,3.0
432,8,9,2,3,2,3,50,50,66,4,3.0
432,8,9,2,3,2,3,50,51,66,5,3.0
432,8,9,2,3,2,3,50,50,66,6,3.0
432,8,9,2,3,2,3,50,50,66,7,3.0
432,8,9,2,3,2,3,50,49,66,8,3.0
432,8,9,2,3,2,3,50,50,66,9,3.0
432,8,9,2,3,2,3,50,50,66,10,3.0
433,4,5,2,1,2,1,18,18,18,0,3.0
433,4,5,2,1,2,1,18,23,24,1,3.0
433,4,5,2,1,2,1,18,26,26,2,3.0
433,4,5,2,1,2,1,18,25,26,3,3.0
433,4,5,2,1,2,1,18,26,27,4,3.0
433,4,5,2,1,2,1,18,25,27,5,3.0
433,4,5,2,1,2,1,18,29,26,6,3.0
433,4,5,2,1,2,1,18,18,28,7,3.0
433,4,5,2,1,2,1,18,23,29,8,3.0
433,4,5,2,1,2,1,18,26,28,9,3.0
433,4,5,2,1,2,1,18,26,27,10,3.0
434,9,4,4,0,4,0,59,59,59,0,3.0
434,9,4,4,0,4,0,59,64,66,1,3.0
434,9,4,4,0,4,0,59,66,66,2,3.0
