network_id,family_nodes,friend_nodes,family_active_nodes,friend_active_nodes,family_support,friend_support,initial_mfq,mfq_with_network,mfq_without_network,episode_number,increase_support_level
784,10,5,3,3,3,2,66,66,66,4,0.5
784,10,5,3,3,3,2,66,66,66,5,0.5
784,10,5,3,3,3,2,66,66,66,6,0.5
784,10,5,3,3,3,2,66,66,66,7,0.5
784,10,5,3,3,3,2,66,66,66,8,0.5
784,10,5,3,3,3,2,66,66,66,9,0.5
784,10,5,3,3,3,2,66,66,66,10,0.5
785,8,6,4,2,3,2,49,49,49,0,0.5
785,8,6,4,2,3,2,49,61,65,1,0.5
785,8,6,4,2,3,2,49,64,66,2,0.5
785,8,6,4,2,3,2,49,64,66,3,0.5
785,8,6,4,2,3,2,49,66,66,4,0.5
785,8,6,4,2,3,2,49,66,66,5,0.5
785,8,6,4,2,3,2,49,66,66,6,0.5
785,8,6,4,2,3,2,49,66,66,7,0.5
785,8,6,4,2,3,2,49,66,66,8,0.5
785,8,6,4,2,3,2,49,66,66,9,0.5
785,8,6,4,2,3,2,49,65,66,10,0.5
786,4,13,2,3,2,3,21,21,21,0,0.5
786,4,13,2,3,2,3,21,26,29,1,0.5
786,4,13,2,3,2,3,21,31,29,2,0.5
786,4,13,2,3,2,3,21,26,30,3,0.5
786,4,13,2,3,2,3,21,29,32,4,0.5
786,4,13,2,3,2,3,21,25,30,5,0.5
786,4,13,2,3,2,3,21,28,31,6,0.5
786,4,13,2,3,2,3,21,27,30,7,0.5
786,4,13,2,3,2,3,21,30,32,8,0.5
786,4,13,2,3,2,3,21,27,30,9,0.5
786,4,13,2,3,2,3,21,28,31,10,0.5
787,9,2,3,1,3,1,54,54,54,0,0.5
787,9,2,3,1,3,1,54,66,66,1,0.5
787,9,2,3,1,3,1,54,66,66,2,0.5
787,9,2,3,1,3,1,54,66,66,3,0.5
787,9,2,3,1,3,1,54,66,66,4,0.5
787,9,2,3,1,3,1,54,66,66,5,0.5
787,9,2,3,1,3,1,54,66,66,6,0.5
787,9,2,3,1,3,1,54,66,66,7,0.5
787,9,2,3,1,3,1,54,66,66,8,0.5
787,9,2,3,1,3,1,54,66,66,9,0.5
787,9,2,3,1,3,1,54,66,66,10,0.5
788,7,3,4,0,4,0,37,37,37,0,0.5
788,7,3,4,0,4,0,37,43,48,1,0.5
788,7,3,4,0,4,0,37,48,52,2,0.5
788,7,3,4,0,4,0,37,48,55,3,0.5
788,7,3,4,0,4,0,37,50,55,4,0.5
788,7,3,4,0,4,0,37,49,53,5,0.5
788,7,3,4,0,4,0,37,49,55,6,0.5
788,7,3,4,0,4,0,37,51,56,7,0.5
788,7,3,4,0,4,0,37,51,56,8,0.5
788,7,3,4,0,4,0,37,51,55,9,0.5
788,7,3,4,0,4,0,37,50,55,10,0.5
789,6,2,1,1,1,1,36,36,36,0,0.5
789,6,2,1,1,1,1,36,47,47,1,0.5
789,6,2,1,1,1,1,36,49,50,2,0.5
789,6,2,1,1,1,1,36,51,51,3,0.5
789,6,2,1,1,1,1,36,50,52,4,0.5
789,6,2,1,1,1,1,36,51,52,5,0.5
789,6,2,1,1,1,1,36,52,53,6,0.5
789,6,2,1,1,1,1,36,51,53,7,0.5
789,6,2,1,1,1,1,36,51,54,8,0.5
789,6,2,1,1,1,1,36,51,52,9,0.5
789,6,2,1,1,1,1,36,53,51,10,0.5
790,2,10,2,3,2,3,1,1,1,0,0.5
790,2,10,2,3,2,3,1,0,1,1,0.5
790,2,10,2,3,2,3,1,1,1,2,0.5
790,2,10,2,3,2,3,1,2,0,3,0.5
790,2,10,2,3,2,3,1,3,0,4,0.5
790,2,10,2,3,2,3,1,3,2,5,0.5
790,2,10,2,3,2,3,1,0,3,6,0.5
790,2,10,2,3,2,3,1,1,1,7,0.5
790,2,10,2,3,2,3,1,0,1,8,0.5
790,2,10,2,3,2,3,1,0,0,9,0.5
790,2,10,2,3,2,3,1,1,1,10,0.5
791,2,12,0,3,0,3,4,4,4,0,0.5
791,2,12,0,3,0,3,4,4,6,1,0.5
791,2,12,0,3,0,3,4,7,8,2,0.5
791,2,12,0,3,0,3,4,7,7,3,0.5
791,2,12,0,3,0,3,4,7,7,4,0.5
791,2,12,0,3,0,3,4,7,7,5,0.5
791,2,12,0,3,0,3,4,6,6,6,0.5
791,2,12,0,3,0,3,4,9,7,7,0.5
791,2,12,0,3,0,3,4,6,6,8,0.5
791,2,12,0,3,0,3,4,6,7,9,0.5
791,2,12,0,3,0,3,4,5,6,10,0.5
792,9,8,3,4,2,3,53,53,53,0,0.5
792,9,8,3,4,2,3,53,66,66,1,0.5
792,9,8,3,4,2,3,53,66,66,2,0.5
792,9,8,3,4,2,3,53,66,66,3,0.5
792,9,8,3,4,2,3,53,66,66,4,0.5
792,9,8,3,4,2,3,53,66,66,5,0.5
792,9,8,3,4,2,3,53,66,66,6,0.5
792,9,8,3,4,2,3,53,66,66,7,0.5
792,9,8,3,4,2,3,53,66,66,8,0.5
792,9,8,3,4,2,3,53,66,66,9,0.5
792,9,8,3,4,2,3,53,66,66,10,0.5
793,7,9,0,3,0,3,38,38,38,0,0.5
793,7,9,0,3,0,3,38,48,49,1,0.5
793,7,9,0,3,0,3,38,52,53,2,0.5
793,7,9,0,3,0,3,38,51,53,3,0.5
793,7,9,0,3,0,3,38,53,54,4,0.5
793,7,9,0,3,0,3,38,54,55,5,0.5
793,7,9,0,3,0,3,38,54,54,6,0.5
793,7,9,0,3,0,3,38,55,56,7,0.5
793,7,9,0,3,0,3,38,51,56,8,0.5
793,7,9,0,3,0,3,38,52,56,9,0.5
793,7,9,0,3,0,3,38,54,56,10,0.5
794,10,6,4,4,3,2,65,65,65,0,0.5
794,10,6,4,4,3,2,65,66,66,1,0.5
794,10,6,4,4,3,2,65,66,66,2,0.5
794,10,6,4,4,3,2,65,66,66,3,0.5
794,10,6,4,4,3,2,65,66,66,4,0.5
794,10,6,4,4,3,2,65,66,66,5,0.5
794,10,6,4,4,3,2,65,66,66,6,0.5
794,10,6,4,4,3,2,65,66,66,7,0.5
794,10,6,4,4,3,2,65,66,66,8,0.5
794,10,6,4,4,3,2,65,66,66,9,0.5
794,10,6,4,4,3,2,65,66,66,10,0.5
795,9,9,3,3,2,3,52,52,52,0,0.5
795,9,9,3,3,2,3,52,64,66,1,0.5
795,9,9,3,3,2,3,52,66,66,2,0.5
795,9,9,3,3,2,3,52,66,66,3,0.5
795,9,9,3,3,2,3,52,66,66,4,0.5
795,9,9,3,3,2,3,52,66,66,5,0.5
795,9,9,3,3,2,3,52,66,66,6,0.5
795,9,9,3,3,2,3,52,66,66,7,0.5
795,9,9,3,3,2,3,52,66,66,8,0.5
795,9,9,3,3,2,3,52,66,66,9,0.5
795,9,9,3,3,2,3,52,66,66,10,0.5
796,3,6,0,1,0,1,14,14,14,0,0.5
796,3,6,0,1,0,1,14,18,17,1,0.5
796,3,6,0,1,0,1,14,19,20,2,0.5
796,3,6,0,1,0,1,14,21,19,3,0.5
796,3,6,0,1,0,1,14,22,20,4,0.5
796,3,6,0,1,0,1,14,22,20,5,0.5
796,3,6,0,1,0,1,14,22,19,6,0.5
796,3,6,0,1,0,1,14,22,22,7,0.5
796,3,6,0,1,0,1,14,23,21,8,0.5
796,3,6,0,1,0,1,14,23,23,9,0.5
796,3,6,0,1,0,1,14,22,22,10,0.5
797,10,5,3,3,2,3,66,66,66,0,0.5
797,10,5,3,3,2,3,66,66,66,1,0.5
797,10,5,3,3,2,3,66,66,66,2,0.5
797,10,5,3,3,2,3,66,66,66,3,0.5
797,10,5,3,3,2,3,66,66,66,4,0.5
797,10,5,3,3,2,3,66,66,66,5,0.5
797,10,5,3,3,2,3,66,66,66,6,0.5
797,10,5,3,3,2,3,66,66,66,7,0.5
797,10,5,3,3,2,3,66,66,66,8,0.5
797,10,5,3,3,2,3,66,66,66,9,0.5
797,10,5,3,3,2,3,66,66,66,10,0.5
798,6,5,2,1,2,1,31,31,31,0,0.5
798,6,5,2,1,2,1,31,38,40,1,0.5
798,6,5,2,1,2,1,31,42,43,2,0.5
798,6,5,2,1,2,1,31,41,44,3,0.5
798,6,5,2,1,2,1,31,43,45,4,0.5
798,6,5,2,1,2,1,31,42,44,5,0.5
798,6,5,2,1,2,1,31,43,44,6,0.5
798,6,5,2,1,2,1,31,44,46,7,0.5
798,6,5,2,1,2,1,31,43,46,8,0.5
798,6,5,2,1,2,1,31,42,47,9,0.5
798,6,5,2,1,2,1,31,43,46,10,0.5
799,6,6,3,3,3,2,30,30,30,0,0.5
799,6,6,3,3,3,2,30,34,40,1,0.5
799,6,6,3,3,3,2,30,38,45,2,0.5
799,6,6,3,3,3,2,30,38,44,3,0.5
799,6,6,3,3,3,2,30,37,43,4,0.5
799,6,6,3,3,3,2,30,39,44,5,0.5
799,6,6,3,3,3,2,30,40,42,6,0.5
799,6,6,3,3,3,2,30,36,43,7,0.5
799,6,6,3,3,3,2,30,37,43,8,0.5
799,6,6,3,3,3,2,30,39,44,9,0.5
799,6,6,3,3,3,2,30,36,43,10,0.5
800,2,5,0,2,0,2,5,5,5,0,0.5
800,2,5,0,2,0,2,5,4,5,1,0.5
800,2,5,0,2,0,2,5,7,7,2,0.5
800,2,5,0,2,0,2,5,7,7,3,0.5
800,2,5,0,2,0,2,5,8,8,4,0.5
800,2,5,0,2,0,2,5,9,8,5,0.5
800,2,5,0,2,0,2,5,9,6,6,0.5
800,2,5,0,2,0,2,5,7,7,7,0.5
800,2,5,0,2,0,2,5,8,8,8,0.5
800,2,5,0,2,0,2,5,8,8,9,0.5
800,2,5,0,2,0,2,5,8,8,10,0.5
801,6,2,1,0,1,0,32,32,32,0,0.5
801,6,2,1,0,1,0,32,41,43,1,0.5
801,6,2,1,0,1,0,32,44,45,2,0.5
801,6,2,1,0,1,0,32,46,46,3,0.5
801,6,2,1,0,1,0,32,46,46,4,0.5
801,6,2,1,0,1,0,32,46,46,5,0.5
801,6,2,1,0,1,0,32,45,47,6,0.5
801,6,2,1,0,1,0,32,45,46,7,0.5
801,6,2,1,0,1,0,32,46,48,8,0.5
801,6,2,1,0,1,0,32,46,48,9,0.5
801,6,2,1,0,1,0,32,45,46,10,0.5
802,5,13,0,5,0,5,26,26,26,0,0.5
802,5,13,0,5,0,5,26,34,35,1,0.5
802,5,13,0,5,0,5,26,34,39,2,0.5
802,5,13,0,5,0,5,26,34,37,3,0.5
802,5,13,0,5,0,5,26,33,39,4,0.5
802,5,13,0,5,0,5,26,33,38,5,0.5
802,5,13,0,5,0,5,26,34,40,6,0.5
802,5,13,0,5,0,5,26,34,38,7,0.5
802,5,13,0,5,0,5,26,32,39,8,0.5
802,5,13,0,5,0,5,26,33,40,9,0.5
802,5,13,0,5,0,5,26,31,38,10,0.5
803,9,8,2,3,2,3,57,57,57,0,0.5
803,9,8,2,3,2,3,57,66,66,1,0.5
803,9,8,2,3,2,3,57,66,66,2,0.5
803,9,8,2,3,2,3,57,66,66,3,0.5
803,9,8,2,3,2,3,57,66,66,4,0.5
803,9,8,2,3,2,3,57,66,66,5,0.5
803,9,8,2,3,2,3,57,66,66,6,0.5
803,9,8,2,3,2,3,57,66,66,7,0.5
803,9,8,2,3,2,3,57,66,66,8,0.5
803,9,8,2,3,2,3,57,66,66,9,0.5
803,9,8,2,3,2,3,57,66,66,10,0.5
804,5,11,1,5,1,4,28,28,28,0,0.5
804,5,11,1,5,1,4,28,34,38,1,0.5
804,5,11,1,5,1,4,28,34,39,2,0.5
804,5,11,1,5,1,4,28,37,40,3,0.5
804,5,11,1,5,1,4,28,36,41,4,0.5
804,5,11,1,5,1,4,28,36,41,5,0.5
804,5,11,1,5,1,4,28,35,39,6,0.5
804,5,11,1,5,1,4,28,37,39,7,0.5
804,5,11,1,5,1,4,28,37,41,8,0.5
804,5,11,1,5,1,4,28,35,42,9,0.5
804,5,11,1,5,1,4,28,37,41,10,0.5
805,4,1,0,0,0,0,18,18,18,0,0.5
805,4,1,0,0,0,0,18,25,24,1,0.5
805,4,1,0,0,0,0,18,27,27,2,0.5
805,4,1,0,0,0,0,18,27,28,3,0.5
805,4,1,0,0,0,0,18,28,27,4,0.5
805,4,1,0,0,0,0,18,28,24,5,0.5
805,4,1,0,0,0,0,18,28,27,6,0.5
805,4,1,0,0,0,0,18,27,26,7,0.5
805,4,1,0,0,0,0,18,26,26,8,0.5
805,4,1,0,0,0,0,18,25,25,9,0.5
805,4,1,0,0,0,0,18,25,26,10,0.5
806,6,6,1,2,1,2,30,30,30,0,0.5
806,6,6,1,2,1,2,30,36,40,1,0.5
806,6,6,1,2,1,2,30,38,42,2,0.5
806,6,6,1,2,1,2,30,38,43,3,0.5
806,6,6,1,2,1,2,30,39,45,4,0.5
806,6,6,1,2,1,2,30,40,44,5,0.5
806,6,6,1,2,1,2,30,40,44,6,0.5
806,6,6,1,2,1,2,30,40,44,7,0.5
806,6,6,1,2,1,2,30,40,45,8,0.5
806,6,6,1,2,1,2,30,39,44,9,0.5
806,6,6,1,2,1,2,30,40,45,10,0.5
807,7,10,1,3,1,3,38,38,38,0,0.5
807,7,10,1,3,1,3,38,46,48,1,0.5
807,7,10,1,3,1,3,38,49,50,2,0.5
807,7,10,1,3,1,3,38,51,54,3,0.5
807,7,10,1,3,1,3,38,51,55,4,0.5
807,7,10,1,3,1,3,38,51,55,5,0.5
807,7,10,1,3,1,3,38,53,55,6,0.5
807,7,10,1,3,1,3,38,53,56,7,0.5
807,7,10,1,3,1,3,38,54,55,8,0.5
807,7,10,1,3,1,3,38,53,56,9,0.5
807,7,10,1,3,1,3,38,54,56,10,0.5
808,9,6,3,3,3,2,56,56,56,0,0.5
808,9,6,3,3,3,2,56,66,66,1,0.5
808,9,6,3,3,3,2,56,66,66,2,0.5
808,9,6,3,3,3,2,56,66,66,3,0.5
808,9,6,3,3,3,2,56,66,66,4,0.5
808,9,6,3,3,3,2,56,66,66,5,0.5
808,9,6,3,3,3,2,56,66,66,6,0.5
808,9,6,3,3,3,2,56,66,66,7,0.5
808,9,6,3,3,3,2,56,66,66,8,0.5
808,9,6,3,3,3,2,56,66,66,9,0.5
808,9,6,3,3,3,2,56,66,66,10,0.5
809,5,10,3,2,3,2,23,23,23,0,0.5
809,5,10,3,2,3,2,23,31,30,1,0.5
809,5,10,3,2,3,2,23,29,34,2,0.5
809,5,10,3,2,3,2,23,28,34,3,0.5
809,5,10,3,2,3,2,23,28,35,4,0.5
809,5,10,3,2,3,2,23,28,34,5,0.5
809,5,10,3,2,3,2,23,29,34,6,0.5
809,5,10,3,2,3,2,23,29,33,7,0.5
809,5,10,3,2,3,2,23,29,34,8,0.5
809,5,10,3,2,3,2,23,30,33,9,0.5
809,5,10,3,2,3,2,23,28,35,10,0.5
810,3,6,1,2,1,2,8,8,8,0,0.5
810,3,6,1,2,1,2,8,11,9,1,0.5
810,3,6,1,2,1,2,8,11,10,2,0.5
810,3,6,1,2,1,2,8,11,12,3,0.5
810,3,6,1,2,1,2,8,12,12,4,0.5
810,3,6,1,2,1,2,8,13,11,5,0.5
810,3,6,1,2,1,2,8,12,11,6,0.5
810,3,6,1,2,1,2,8,12,13,7,0.5
810,3,6,1,2,1,2,8,12,13,8,0.5
810,3,6,1,2,1,2,8,11,10,9,0.5
810,3,6,1,2,1,2,8,11,11,10,0.5
811,3,11,1,2,1,2,8,8,8,0,0.5
811,3,11,1,2,1,2,8,11,9,1,0.5
811,3,11,1,2,1,2,8,12,10,2,0.5
811,3,11,1,2,1,2,8,11,11,3,0.5
811,3,11,1,2,1,2,8,12,11,4,0.5
811,3,11,1,2,1,2,8,12,10,5,0.5
811,3,11,1,2,1,2,8,10,10,6,0.5
811,3,11,1,2,1,2,8,11,11,7,0.5
811,3,11,1,2,1,2,8,11,12,8,0.5
811,3,11,1,2,1,2,8,11,13,9,0.5
811,3,11,1,2,1,2,8,12,13,10,0.5
812,8,8,5,2,4,1,50,50,50,0,0.5
812,8,8,5,2,4,1,50,60,66,1,0.5
812,8,8,5,2,4,1,50,66,66,2,0.5
812,8,8,5,2,4,1,50,65,66,3,0.5
812,8,8,5,2,4,1,50,66,66,4,0.5
812,8,8,5,2,4,1,50,66,66,5,0.5
812,8,8,5,2,4,1,50,66,66,6,0.5
812,8,8,5,2,4,1,50,66,66,7,0.5
812,8,8,5,2,4,1,50,66,66,8,0.5
812,8,8,5,2,4,1,50,66,66,9,0.5
812,8,8,5,2,4,1,50,66,66,10,0.5
813,5,4,2,0,2,0,29,29,29,0,0.5
813,5,4,2,0,2,0,29,37,38,1,0.5
813,5,4,2,0,2,0,29,39,40,2,0.5
813,5,4,2,0,2,0,29,39,42,3,0.5
813,5,4,2,0,2,0,29,40,43,4,0.5
813,5,4,2,0,2,0,29,39,44,5,0.5
813,5,4,2,0,2,0,29,42,41,6,0.5
813,5,4,2,0,2,0,29,40,43,7,0.5
813,5,4,2,0,2,0,29,40,43,8,0.5
813,5,4,2,0,2,0,29,39,42,9,0.5
813,5,4,2,0,2,0,29,41,42,10,0.5
814,4,7,0,3,0,3,16,16,16,0,0.5
814,4,7,0,3,0,3,16,21,20,1,0.5
814,4,7,0,3,0,3,16,21,25,2,0.5
814,4,7,0,3,0,3,16,23,23,3,0.5
814,4,7,0,3,0,3,16,22,23,4,0.5
814,4,7,0,3,0,3,16,22,23,5,0.5
814,4,7,0,3,0,3,16,22,24,6,0.5
814,4,7,0,3,0,3,16,22,23,7,0.5
814,4,7,0,3,0,3,16,23,24,8,0.5
814,4,7,0,3,0,3,16,24,24,9,0.5
814,4,7,0,3,0,3,16,25,23,10,0.5
815,10,9,5,3,3,2,63,63,63,0,0.5
815,10,9,5,3,3,2,63,66,66,1,0.5
815,10,9,5,3,3,2,63,66,66,2,0.5
815,10,9,5,3,3,2,63,66,66,3,0.5
815,10,9,5,3,3,2,63,66,66,4,0.5
815,10,9,5,3,3,2,63,66,66,5,0.5
815,10,9,5,3,3,2,63,66,66,6,0.5
815,10,9,5,3,3,2,63,66,66,7,0.5
815,10,9,5,3,3,2,63,66,66,8,0.5
815,10,9,5,3,3,2,63,66,66,9,0.5
815,10,9,5,3,3,2,63,66,66,10,0.5
816,3,10,1,3,1,3,13,13,13,0,0.5
816,3,10,1,3,1,3,13,16,17,1,0.5
816,3,10,1,3,1,3,13,18,19,2,0.5
816,3,10,1,3,1,3,13,20,19,3,0.5
816,3,10,1,3,1,3,13,19,18,4,0.5
816,3,10,1,3,1,3,13,20,20,5,0.5
816,3,10,1,3,1,3,13,20,20,6,0.5
816,3,10,1,3,1,3,13,19,20,7,0.5
816,3,10,1,3,1,3,13,19,20,8,0.5
816,3,10,1,3,1,3,13,19,19,9,0.5
816,3,10,1,3,1,3,13,20,19,10,0.5
817,8,1,4,0,4,0,48,48,48,0,0.5
817,8,1,4,0,4,0,48,60,62,1,0.5
817,8,1,4,0,4,0,48,64,66,2,0.5
817,8,1,4,0,4,0,48,66,66,3,0.5
817,8,1,4,0,4,0,48,66,66,4,0.5
817,8,1,4,0,4,0,48,66,66,5,0.5
817,8,1,4,0,4,0,48,66,66,6,0.5
817,8,1,4,0,4,0,48,66,66,7,0.5
817,8,1,4,0,4,0,48,66,66,8,0.5
817,8,1,4,0,4,0,48,64,66,9,0.5
817,8,1,4,0,4,0,48,64,66,10,0.5
818,7,1,1,0,1,0,43,43,43,0,0.5
818,7,1,1,0,1,0,43,57,57,1,0.5
818,7,1,1,0,1,0,43,61,61,2,0.5
818,7,1,1,0,1,0,43,59,62,3,0.5
818,7,1,1,0,1,0,43,62,60,4,0.5
818,7,1,1,0,1,0,43,62,62,5,0.5
818,7,1,1,0,1,0,43,63,64,6,0.5
818,7,1,1,0,1,0,43,62,65,7,0.5
818,7,1,1,0,1,0,43,60,63,8,0.5
818,7,1,1,0,1,0,43,61,64,9,0.5
818,7,1,1,0,1,0,43,63,63,10,0.5
819,8,4,3,1,3,1,49,49,49,0,0.5
819,8,4,3,1,3,1,49,62,64,1,0.5
819,8,4,3,1,3,1,49,65,66,2,0.5
819,8,4,3,1,3,1,49,66,66,3,0.5
819,8,4,3,1,3,1,49,66,66,4,0.5
819,8,4,3,1,3,1,49,66,66,5,0.5
819,8,4,3,1,3,1,49,66,66,6,0.5
819,8,4,3,1,3,1,49,66,66,7,0.5
819,8,4,3,1,3,1,49,66,66,8,0.5
819,8,4,3,1,3,1,49,66,66,9,0.5
819,8,4,3,1,3,1,49,66,66,10,0.5
820,7,11,2,5,2,3,44,44,44,0,0.5
820,7,11,2,5,2,3,44,55,59,1,0.5
820,7,11,2,5,2,3,44,58,63,2,0.5
820,7,11,2,5,2,3,44,59,63,3,0.5
820,7,11,2,5,2,3,44,59,65,4,0.5
820,7,11,2,5,2,3,44,58,64,5,0.5
820,7,11,2,5,2,3,44,58,62,6,0.5
820,7,11,2,5,2,3,44,57,64,7,0.5
820,7,11,2,5,2,3,44,60,63,8,0.5
820,7,11,2,5,2,3,44,59,65,9,0.5
820,7,11,2,5,2,3,44,58,61,10,0.5
821,4,12,2,5,1,4,15,15,15,0,0.5
821,4,12,2,5,1,4,15,19,20,1,0.5
821,4,12,2,5,1,4,15,21,21,2,0.5
821,4,12,2,5,1,4,15,23,22,3,0.5
821,4,12,2,5,1,4,15,23,21,4,0.5
821,4,12,2,5,1,4,15,23,23,5,0.5
821,4,12,2,5,1,4,15,21,22,6,0.5
821,4,12,2,5,1,4,15,21,21,7,0.5
821,4,12,2,5,1,4,15,24,22,8,0.5
821,4,12,2,5,1,4,15,24,23,9,0.5
821,4,12,2,5,1,4,15,22,21,10,0.5
822,8,7,2,4,2,3,48,48,48,0,0.5
822,8,7,2,4,2,3,48,59,65,1,0.5
822,8,7,2,4,2,3,48,63,66,2,0.5
822,8,7,2,4,2,3,48,64,66,3,0.5
822,8,7,2,4,2,3,48,65,66,4,0.5
822,8,7,2,4,2,3,48,65,66,5,0.5
822,8,7,2,4,2,3,48,66,66,6,0.5
822,8,7,2,4,2,3,48,66,66,7,0.5
822,8,7,2,4,2,3,48,66,66,8,0.5
822,8,7,2,4,2,3,48,65,66,9,0.5
822,8,7,2,4,2,3,48,65,66,10,0.5
823,2,7,2,2,2,2,0,0,0,0,0.5
823,2,7,2,2,2,2,0,1,0,1,0.5
823,2,7,2,2,2,2,0,0,0,2,0.5
823,2,7,2,2,2,2,0,0,2,3,0.5
823,2,7,2,2,2,2,0,2,0,4,0.5
823,2,7,2,2,2,2,0,0,0,5,0.5
823,2,7,2,2,2,2,0,0,1,6,0.5
823,2,7,2,2,2,2,0,1,0,7,0.5
823,2,7,2,2,2,2,0,0,0,8,0.5
823,2,7,2,2,2,2,0,1,0,9,0.5
823,2,7,2,2,2,2,0,0,1,10,0.5
824,9,10,2,4,2,3,57,57,57,0,0.5
824,9,10,2,4,2,3,57,66,66,1,0.5
824,9,10,2,4,2,3,57,66,66,2,0.5
824,9,10,2,4,2,3,57,66,66,3,0.5
824,9,10,2,4,2,3,57,66,66,4,0.5
824,9,10,2,4,2,3,57,66,66,5,0.5
824,9,10,2,4,2,3,57,66,66,6,0.5
824,9,10,2,4,2,3,57,66,66,7,0.5
824,9,10,2,4,2,3,57,66,66,8,0.5
824,9,10,2,4,2,3,57,66,66,9,0.5
824,9,10,2,4,2,3,57,66,66,10,0.5
825,5,3,0,1,0,1,25,25,25,0,0.5
825,5,3,0,1,0,1,25,33,32,1,0.5
825,5,3,0,1,0,1,25,35,36,2,0.5
825,5,3,0,1,0,1,25,35,35,3,0.5
825,5,3,0,1,0,1,25,37,36,4,0.5
825,5,3,0,1,0,1,25,37,34,5,0.5
825,5,3,0,1,0,1,25,38,36,6,0.5
825,5,3,0,1,0,1,25,39,36,7,0.5
825,5,3,0,1,0,1,25,38,37,8,0.5
825,5,3,0,1,0,1,25,39,37,9,0.5
825,5,3,0,1,0,1,25,36,37,10,0.5
826,10,6,4,3,4,1,60,60,60,0,0.5
826,10,6,4,3,4,1,60,66,66,1,0.5
826,10,6,4,3,4,1,60,66,66,2,0.5
826,10,6,4,3,4,1,60,66,66,3,0.5
826,10,6,4,3,4,1,60,66,66,4,0.5
826,10,6,4,3,4,1,60,66,66,5,0.5
826,10,6,4,3,4,1,60,66,66,6,0.5
826,10,6,4,3,4,1,60,66,66,7,0.5
826,10,6,4,3,4,1,60,66,66,8,0.5
826,10,6,4,3,4,1,60,66,66,9,0.5
826,10,6,4,3,4,1,60,66,66,10,0.5
827,2,11,1,5,1,4,5,5,5,0,0.5
827,2,11,1,5,1,4,5,6,8,1,0.5
827,2,11,1,5,1,4,5,8,7,2,0.5
827,2,11,1,5,1,4,5,8,7,3,0.5
827,2,11,1,5,1,4,5,8,8,4,0.5
827,2,11,1,5,1,4,5,8,9,5,0.5
827,2,11,1,5,1,4,5,8,8,6,0.5
827,2,11,1,5,1,4,5,7,8,7,0.5
827,2,11,1,5,1,4,5,6,8,8,0.5
827,2,11,1,5,1,4,5,7,7,9,0.5
827,2,11,1,5,1,4,5,7,8,10,0.5
828,3,1,0,0,0,0,11,11,11,0,0.5
828,3,1,0,0,0,0,11,15,15,1,0.5
828,3,1,0,0,0,0,11,16,16,2,0.5
828,3,1,0,0,0,0,11,17,17,3,0.5
828,3,1,0,0,0,0,11,16,18,4,0.5
828,3,1,0,0,0,0,11,17,15,5,0.5
828,3,1,0,0,0,0,11,17,16,6,0.5
828,3,1,0,0,0,0,11,17,16,7,0.5
828,3,1,0,0,0,0,11,14,17,8,0.5
828,3,1,0,0,0,0,11,16,18,9,0.5
828,3,1,0,0,0,0,11,16,16,10,0.5
829,9,7,5,4,3,2,53,53,53,0,0.5
829,9,7,5,4,3,2,53,66,66,1,0.5
829,9,7,5,4,3,2,53,66,66,2,0.5
829,9,7,5,4,3,2,53,66,66,3,0.5
829,9,7,5,4,3,2,53,66,66,4,0.5
829,9,7,5,4,3,2,53,66,66,5,0.5
829,9,7,5,4,3,2,53,66,66,6,0.5
829,9,7,5,4,3,2,53,66,66,7,0.5
829,9,7,5,4,3,2,53,66,66,8,0.5
829,9,7,5,4,3,2,53,66,66,9,0.5
829,9,7,5,4,3,2,53,66,66,10,0.5
830,3,5,0,3,0,3,12,12,12,0,0.5
830,3,5,0,3,0,3,12,18,14,1,0.5
830,3,5,0,3,0,3,12,19,17,2,0.5
830,3,5,0,3,0,3,12,18,16,3,0.5
830,3,5,0,3,0,3,12,19,17,4,0.5
830,3,5,0,3,0,3,12,18,18,5,0.5
830,3,5,0,3,0,3,12,19,19,6,0.5
830,3,5,0,3,0,3,12,18,17,7,0.5
830,3,5,0,3,0,3,12,17,17,8,0.5
830,3,5,0,3,0,3,12,18,18,9,0.5
830,3,5,0,3,0,3,12,17,19,10,0.5
831,3,9,0,0,0,0,11,11,11,0,0.5
831,3,9,0,0,0,0,11,16,15,1,0.5
831,3,9,0,0,0,0,11,16,16,2,0.5
831,3,9,0,0,0,0,11,16,18,3,0.5
831,3,9,0,0,0,0,11,17,18,4,0.5
831,3,9,0,0,0,0,11,18,15,5,0.5
831,3,9,0,0,0,0,11,15,17,6,0.5
831,3,9,0,0,0,0,11,15,17,7,0.5
831,3,9,0,0,0,0,11,15,18,8,0.5
831,3,9,0,0,0,0,11,14,18,9,0.5
831,3,9,0,0,0,0,11,16,17,10,0.5
832,8,13,3,3,3,2,46,46,46,0,0.5
832,8,13,3,3,3,2,46,57,60,1,0.5
832,8,13,3,3,3,2,46,62,65,2,0.5
832,8,13,3,3,3,2,46,63,65,3,0.5
832,8,13,3,3,3,2,46,62,66,4,0.5
832,8,13,3,3,3,2,46,60,65,5,0.5
832,8,13,3,3,3,2,46,61,66,6,0.5
832,8,13,3,3,3,2,46,63,66,7,0.5
832,8,13,3,3,3,2,46,62,66,8,0.5
832,8,13,3,3,3,2,46,62,66,9,0.5
832,8,13,3,3,3,2,46,62,66,10,0.5
